ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
LTU,Lithuania,"Gross domestic product, constant prices",National currency,Billions,,49.764,53.098,56.729,62.559,67.169,72.402,78.056,85.702,88.198,75.103,76.302,80.918,83.879,86.606,89.47,92.56,95.896,99.41,103.162,107.042
LTU,Lithuania,"Inflation, average consumer prices",Index,,,95.528,97.01,97.343,96.29,97.41,99.999,103.788,109.828,122.006,127.086,128.598,133.902,138.142,139.747,141.095,143.581,146.403,149.62,152.963,156.381
LTU,Lithuania,Unemployment rate,Percent of total labor force,,,16.375,17.362,13.764,12.419,11.372,8.271,5.622,4.255,5.827,13.788,17.812,15.389,13.365,11.766,10.8,10.5,10.5,10.5,10.5,10.5
LTU,Lithuania,Population,Persons,Millions,,3.5,3.481,3.469,3.454,3.436,3.414,3.394,3.231,3.198,3.163,3.097,3.028,2.988,2.972,2.957,2.942,2.928,2.913,2.899,2.885
LUX,Luxembourg,"Gross domestic product, constant prices",National currency,Billions,,25.397,26.037,27.101,27.553,28.759,30.27,31.763,33.855,33.607,31.739,32.724,33.347,33.288,33.939,34.648,35.293,35.986,36.786,37.579,38.413
LUX,Luxembourg,"Inflation, average consumer prices",Index,,,87.115,89.213,91.048,93.358,96.37,99.997,102.96,105.693,110.017,110.033,113.11,117.323,120.71,122.758,124.748,127.048,129.3,131.682,134.206,136.778
LUX,Luxembourg,Unemployment rate,Percent of total labor force,,,2.4,2.2,2.5,3.3,3.7,4.1,4.2,4.2,4.2,5.4,5.8,5.6,6.067,6.828,7.096,6.91,6.64,6.373,5.844,5.433
LUX,Luxembourg,Employment,Persons,Millions,,0.264,0.278,0.287,0.293,0.299,0.308,0.319,0.333,0.35,0.353,0.359,0.37,0.379,0.384,0.389,0.397,n/a,n/a,n/a,n/a
LUX,Luxembourg,Population,Persons,Millions,,0.437,0.442,0.447,0.452,0.459,0.466,0.473,0.481,0.489,0.498,0.508,0.519,0.532,0.542,0.552,0.563,0.574,0.586,0.597,0.609
MKD,FYR Macedonia,"Gross domestic product, constant prices",National currency,Billions,,272.956,260.604,262.828,270.241,282.746,295.053,309.895,328.951,345.239,342.062,351.963,361.714,360.323,371.504,383.235,396.403,411.534,427.931,445.194,463.217
MKD,FYR Macedonia,"Inflation, average consumer prices",Index,,,80.143,84.583,86.425,87.462,87.083,87.512,90.318,92.357,100.074,99.26,100.758,104.689,108.159,111.174,113.222,115.826,118.49,121.216,124.004,126.856
MKD,FYR Macedonia,Unemployment rate,Percent of total labor force,,,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31.3,30.018,28.96,28.048,27.344,26.645,25.952,25.226
MKD,FYR Macedonia,Population,Persons,Millions,,2.01,2.016,2.022,2.026,2.033,2.037,2.04,2.045,2.049,2.053,2.057,2.062,2.066,2.071,2.076,2.08,2.085,2.09,2.094,2.099
MDG,Madagascar,"Gross domestic product, constant prices",National currency,Billions,,"5,248.42","5,562.28","4,872.12","5,348.85","5,630.04","5,898.54","6,215.67","6,616.80","7,092.57","6,842.63","6,852.10","6,956.96","7,131.26","7,299.75","7,522.34","7,821.44","8,175.72","8,587.39","9,023.54","9,485.76"
MDG,Madagascar,"Inflation, average consumer prices",Index,,,100.062,106.996,124.367,122.967,140.133,165.858,183.715,202.742,221.342,241.167,263.543,289.95,306.795,324.667,344.866,365.558,385.664,404.947,425.195,446.454
MDG,Madagascar,Population,Persons,Millions,,15.745,16.236,16.736,17.245,17.763,18.29,18.826,19.371,19.927,20.496,21.08,21.851,22.408,22.97,23.537,24.107,24.681,25.258,25.838,26.421
MWI,Malawi,"Gross domestic product, constant prices",National currency,Billions,,410.344,393.329,399.998,422.122,445.417,456.861,466.282,510.539,553.112,603.09,642.492,670.425,683.068,717.012,760.645,810.098,862.638,916.351,973.925,"1,031.07"
MWI,Malawi,"Inflation, average consumer prices",Index,,,100,122.7,140.8,154.3,172,198.5,226.1,244.1,265.362,287.725,309.045,332.606,403.357,515.113,592.939,633.573,670.061,703.593,739.492,777.942
MWI,Malawi,Population,Persons,Millions,,12.07,12.343,12.813,13.098,13.385,13.654,14.043,14.439,14.846,15.274,15.714,16.166,16.632,17.111,17.604,18.111,18.632,19.169,19.721,20.289
MYS,Malaysia,"Gross domestic product, constant prices",National currency,Billions,,432.699,434.939,458.386,484.921,517.813,543.579,573.936,610.087,639.565,629.885,676.655,711.35,751.47,786.694,827.602,868.982,912.431,958.053,"1,005.96","1,056.25"
MYS,Malaysia,"Inflation, average consumer prices",Index,,,80.412,81.56,83.022,83.913,85.105,87.692,90.867,92.708,97.742,98.325,100.017,103.192,104.908,107.117,110.652,114.967,118.416,121.613,124.897,128.269
MYS,Malaysia,Unemployment rate,Percent of total labor force,,,3.1,3.675,3.475,3.6,3.55,3.55,3.325,3.225,3.325,3.675,3.3,3.05,3.025,3.1,3,3,3,3,3,3
MYS,Malaysia,Population,Persons,Millions,,23.495,24.123,24.727,25.32,25.905,26.477,26.832,27.1,27.6,28.082,28.589,28.964,29.337,29.62,30.124,30.636,31.157,31.686,32.225,32.773
MDV,Maldives,"Gross domestic product, constant prices",National currency,Billions,,9.704,10.039,10.651,12.158,13.676,12.489,14.936,16.512,18.526,17.853,19.113,20.351,20.53,21.298,22.19,23.18,24.258,25.4,26.592,27.855
MDV,Maldives,"Inflation, average consumer prices",Index,,,92.929,93.554,94.422,91.775,97.593,99.993,103.493,110.525,123.82,129.447,137.408,152.878,169.525,176.302,182.118,190.075,198.379,207.047,216.093,225.534
MDV,Maldives,Population,Persons,Millions,,0.27,0.276,0.281,0.285,0.289,0.294,0.299,0.305,0.31,0.315,0.32,0.325,0.331,0.336,0.342,0.348,0.354,0.36,0.366,0.372
MLI,Mali,"Gross domestic product, constant prices",National currency,Billions,,988.513,"1,105.70","1,153.33","1,241.17","1,269.20","1,347.06","1,417.81","1,478.75","1,552.37","1,621.57","1,715.94","1,762.80","1,763.21","1,793.74","1,909.55","2,004.81","2,102.75","2,199.84","2,303.62","2,405.50"
MLI,Mali,"Inflation, average consumer prices",Index,,,101.359,106.604,111.792,110.497,107.062,113.928,115.659,117.343,128.046,130.885,132.572,136.617,143.885,143.021,148.599,152.241,155.624,159.048,162.536,166.128
MLI,Mali,Population,Persons,Millions,,11.295,11.64,12.002,12.38,12.772,13.177,13.593,14.021,14.46,14.91,15.37,15.85,16.345,16.854,17.379,17.92,18.478,19.054,19.647,20.259
MLT,Malta,"Gross domestic product, constant prices",National currency,Billions,,4.634,4.634,4.747,4.781,4.767,4.938,5.065,5.272,5.476,5.322,5.5,5.594,5.642,5.778,5.883,5.988,6.088,6.186,6.288,6.394
MLT,Malta,"Inflation, average consumer prices",Index,,,88.552,90.773,93.139,94.945,97.533,99.998,102.578,103.292,108.131,110.12,112.367,115.189,118.908,120.073,121.521,124.644,127.116,129.404,131.734,134.105
MLT,Malta,Unemployment rate,Percent of total labor force,,,6.758,7.617,7.433,7.717,7.217,6.908,6.892,6.467,6.05,6.917,6.917,6.483,6.408,6.492,6.3,6.2,6.1,6.1,6,6
MLT,Malta,Employment,Persons,Millions,,0.144,0.146,0.148,0.148,0.148,0.15,0.152,0.156,0.16,0.161,0.164,0.169,0.173,0.175,0.179,0.182,n/a,n/a,n/a,n/a
MLT,Malta,Population,Persons,Millions,,0.38,0.391,0.395,0.397,0.4,0.403,0.405,0.406,0.408,0.411,0.414,0.416,0.417,0.417,0.418,0.418,0.419,0.42,0.421,0.426
MHL,Marshall Islands,"Gross domestic product, constant prices",National currency,Billions,,0.121,0.128,0.131,0.131,0.131,0.135,0.137,0.142,0.14,0.137,0.145,0.146,0.151,0.152,0.157,0.159,0.162,0.164,0.165,0.168
MHL,Marshall Islands,"Inflation, average consumer prices",Index,,,n/a,n/a,n/a,100.497,102.523,106.096,111.671,114.614,131.434,132.062,134.972,141.591,147.937,150.03,152.428,155.143,158.151,161.572,165.147,168.848
MHL,Marshall Islands,Population,Persons,Millions,,0.051,0.051,0.05,0.05,0.05,0.051,0.051,0.052,0.052,0.052,0.053,0.053,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06
MRT,Mauritania,"Gross domestic product, constant prices",National currency,Billions,,250.315,257.555,260.38,274.946,289.185,304.931,339.829,343.305,355.379,351.043,366.251,380.851,407.4,434.52,464.207,494.606,525.817,571.095,602.578,666.906
MRT,Mauritania,"Inflation, average consumer prices",Index,,,70.637,73.967,76.849,80.808,89.186,100,106.241,113.948,122.438,125.054,132.885,140.441,147.327,153.41,160.64,169.053,178.351,188.161,198.509,209.427
MRT,Mauritania,Population,Persons,Millions,,2.643,2.72,2.8,2.882,2.965,3.047,3.129,3.212,3.295,3.377,3.46,3.543,3.628,3.715,3.804,3.896,3.989,4.085,4.183,4.283
MUS,Mauritius,"Gross domestic product, constant prices",National currency,Billions,,122.41,126.345,128.401,136.084,141.935,143.997,150.496,159.338,168.129,173.198,180.299,187.15,193.307,199.3,206.742,215.105,224.049,233.125,242.355,252.126
MUS,Mauritius,"Inflation, average consumer prices",Index,,,101.138,106.421,112.825,116.88,122.165,128.048,139.482,151.794,166.564,170.755,175.756,187.227,194.439,201.211,208.952,218.379,229.325,240.818,252.888,265.562
MUS,Mauritius,Unemployment rate,Percent of total labor force,,,6.501,6.8,7.2,7.698,8.395,9.567,9.081,8.522,7.222,7.328,7.8,7.9,8,8,n/a,n/a,n/a,n/a,n/a,n/a
MUS,Mauritius,Population,Persons,Millions,,1.187,1.2,1.21,1.223,1.233,1.243,1.253,1.265,1.269,1.278,1.283,1.289,1.296,1.302,1.309,1.316,1.322,1.327,1.332,1.338
MEX,Mexico,"Gross domestic product, constant prices",National currency,Billions,,"10,288.98","10,226.68","10,240.17","10,385.86","10,832.00","11,160.49","11,718.67","12,087.60","12,256.86","11,680.75","12,277.66","12,764.45","13,263.60","13,404.64","13,805.32","14,286.50","14,822.72","15,379.20","15,956.60","16,555.35"
MEX,Mexico,"Inflation, average consumer prices",Index,,,61.854,65.792,69.106,72.251,75.643,78.661,81.519,84.755,89.102,93.821,97.719,101.047,105.202,109.203,113.61,117.63,121.208,124.806,128.543,132.399
MEX,Mexico,Unemployment rate,Percent of total labor force,,,2.2,2.768,2.978,3.4,3.919,3.593,3.593,3.715,3.972,5.458,5.375,5.223,4.958,4.92,4.5,4.25,4.25,4,4,4
MEX,Mexico,Population,Persons,Millions,,97.966,99.731,100.921,102.007,103.005,105.798,107.24,109.002,110.793,112.613,114.292,115.685,117.055,118.397,119.581,120.777,121.984,123.204,124.436,125.681
FSM,Micronesia,"Gross domestic product, constant prices",National currency,Billions,,0.238,0.242,0.243,0.248,0.24,0.245,0.244,0.239,0.233,0.235,0.241,0.246,0.247,0.249,0.25,0.252,0.254,0.255,0.257,0.259
FSM,Micronesia,"Inflation, average consumer prices",Index,,,82.589,83,82.912,83.014,84.904,88.52,92.622,95.688,103.678,110.075,114.359,120.582,126.15,131.149,135.488,139.084,141.866,144.703,147.597,150.549
FSM,Micronesia,Population,Persons,Millions,,0.107,0.107,0.106,0.106,0.106,0.106,0.105,0.104,0.104,0.103,0.103,0.104,0.104,0.104,0.103,0.103,0.103,0.103,0.103,0.104
MDA,Moldova,"Gross domestic product, constant prices",National currency,Billions,,5.716,6.067,6.541,6.974,7.488,8.047,8.432,8.685,9.362,8.801,9.425,10.066,9.992,10.877,11.257,11.764,12.293,12.785,13.296,13.828
MDA,Moldova,"Inflation, average consumer prices",Index,,,"13,502.97","14,804.83","15,577.43","17,394.83","19,556.24","21,873.90","24,653.46","27,705.98","31,225.83","31,227.59","33,525.17","36,089.71","37,734.79","39,458.96","41,629.06","44,064.36","46,818.38","49,393.39","51,863.06","54,456.22"
MDA,Moldova,Unemployment rate,Percent of total labor force,,,8.5,7.3,6.8,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.6,5.2,5.6,5.3,5.4,5.5,5.5,5.5
MDA,Moldova,Population,Persons,Millions,,3.644,3.635,3.628,3.618,3.607,3.6,3.59,3.581,3.573,3.568,3.564,3.56,3.56,3.559,3.559,3.558,3.557,3.556,3.555,3.554
MNG,Mongolia,"Gross domestic product, constant prices",National currency,Billions,,"2,221.69","2,287.29","2,395.55","2,563.35","2,835.71","3,041.41","3,301.64","3,639.99","3,963.96","3,913.67","4,162.79","4,891.84","5,498.48","6,144.18","6,937.25","7,472.88","7,898.66","8,608.63","9,184.54","9,989.96"
MNG,Mongolia,"Inflation, average consumer prices",Index,,,42.398,45.039,45.455,47.791,51.571,57.995,60.596,65.545,83.116,88.325,97.303,104.779,120.491,132.093,147.936,164.157,177.047,190.005,203.063,216.201
MNG,Mongolia,Unemployment rate,Percent of total labor force,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.3,9.2,11.6,9.9,7.7,8.2,10.4,8.767,9.122,9.43,9.406,3,3
MNG,Mongolia,Population,Persons,Millions,,2.391,2.425,2.459,2.49,2.519,2.548,2.579,2.615,2.659,2.71,2.755,2.786,2.84,2.9,2.95,3.001,3.052,3.109,3.166,3.222
MNE,Montenegro,"Gross domestic product, constant prices",National currency,Billions,,1.723,1.742,1.775,1.819,1.899,1.979,2.149,2.379,2.543,2.398,2.457,2.536,2.472,2.555,2.627,2.704,2.775,2.856,2.939,3.029
MNE,Montenegro,"Inflation, average consumer prices",Index,,,194.877,241.12,288.623,310.275,319.89,330.914,337.915,349.799,381.227,394.939,397.532,409.789,424.726,434.013,434.729,439.663,444.945,451.024,457.246,463.631
MNE,Montenegro,Population,Persons,Millions,,0.612,0.615,0.615,0.615,0.615,0.616,0.616,0.616,0.617,0.618,0.619,0.621,0.622,0.623,0.624,0.625,0.627,0.628,0.629,0.63
MAR,Morocco,"Gross domestic product, constant prices",National currency,Billions,,392.574,422.221,436.222,463.778,486.048,500.525,539.365,553.959,584.909,612.741,635.063,666.725,684.691,715.788,743.763,780.118,820.542,864.737,913.246,964.388
MAR,Morocco,"Inflation, average consumer prices",Index,,,90.302,90.856,93.381,94.467,95.878,96.82,100,102.036,106.007,107.037,108.1,109.081,110.485,112.563,115.377,118.261,121.218,124.248,127.354,130.538
MAR,Morocco,Unemployment rate,Percent of total labor force,,,13.395,12.256,11.334,11.432,10.796,11.058,9.672,9.795,9.568,9.095,9.063,8.912,8.988,9.235,9.135,9.035,8.935,8.835,8.735,8.635
MAR,Morocco,Population,Persons,Millions,,28.466,28.833,29.185,29.52,29.84,30.172,30.506,30.841,31.177,31.514,31.851,32.187,32.522,32.853,33.179,33.503,33.827,34.15,34.473,34.793
MOZ,Mozambique,"Gross domestic product, constant prices",National currency,Billions,,65.631,73.673,80.475,85.696,92.452,100.207,108.907,116.837,124.818,132.724,142.128,152.528,163.58,175.274,189.896,204.897,220.603,238.105,256.759,276.786
MOZ,Mozambique,"Inflation, average consumer prices",Index,,,59.629,65.032,75.938,86.156,97.041,103.278,116.957,126.502,139.565,144.107,162.408,179.219,182.967,190.666,201.343,212.618,224.525,237.098,250.376,264.397
MOZ,Mozambique,Population,Persons,Millions,,18.276,18.786,19.32,19.873,20.439,21.01,21.587,22.171,22.763,23.361,23.967,24.598,25.229,25.86,26.491,27.122,27.808,28.494,29.181,29.867
MMR,Myanmar,"Gross domestic product, constant prices",National currency,Billions,,"14,981.89","16,681.43","18,687.45","21,274.54","24,160.36","27,438.68","31,026.59","34,747.12","35,998.02","37,849.60","39,872.55","42,228.50","45,311.18","48,709.52","52,508.87","56,604.56","61,019.71","65,779.25","70,910.03","76,369.11"
MMR,Myanmar,"Inflation, average consumer prices",Index,,,261.086,351.17,555.212,693.726,719.793,797.107,"1,006.97","1,318.47","1,470.66","1,503.69","1,627.33","1,672.34","1,719.65","1,819.74","1,940.47","2,073.42","2,208.02","2,343.41","2,468.21","2,583.63"
MMR,Myanmar,Unemployment rate,Percent of total labor force,,,4.03,4.01,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
MMR,Myanmar,Population,Persons,Millions,,50.13,50.14,52.17,53.23,54.3,55.392,56.505,57.641,58.799,59.981,61.187,62.411,63.659,64.932,66.231,67.556,68.907,70.285,71.69,73.124
NAM,Namibia,"Gross domestic product, constant prices",National currency,Billions,,27.126,27.444,28.759,29.983,33.661,34.5,36.94,38.927,40.239,39.799,42.296,44.699,46.943,48.966,51.076,53.37,55.81,58.406,61.104,63.948
NAM,Namibia,"Inflation, average consumer prices",Index,,,100,109.266,121.593,130.29,135.692,138.76,145.772,155.579,171.683,186.761,195.11,204.954,218.366,231.84,245.518,259.636,274.175,289.255,305.164,321.948
NAM,Namibia,Population,Persons,Millions,,1.828,1.83,1.86,1.891,1.923,1.957,1.992,2.028,2.065,2.103,2.12,2.138,2.156,2.174,2.192,2.21,2.228,2.247,2.265,2.284
NPL,Nepal,"Gross domestic product, constant prices",National currency,Billions,,417.991,441.518,442.049,459.488,481.004,497.739,514.486,532.038,564.517,590.107,618.529,639.695,670.735,695.203,726.725,759.491,793.732,833.08,874.4,918.07
NPL,Nepal,"Inflation, average consumer prices",Index,,,76.966,78.84,81.123,84.97,88.338,92.347,99.7,105.884,112.965,127.223,139.339,152.733,165.425,181.742,199.584,213.551,228.817,242.59,255.963,270.072
NPL,Nepal,Population,Persons,Millions,,23.184,23.655,24.103,24.526,24.922,25.292,25.634,25.95,26.249,26.545,26.846,27.156,27.474,27.923,28.364,28.798,29.223,29.654,30.092,30.536
NLD,Netherlands,"Gross domestic product, constant prices",National currency,Billions,,480.825,490.085,490.459,492.105,503.111,513.407,530.833,551.645,561.597,541,549.265,554.453,547.538,543.095,547.612,556.481,566.199,576.577,587.822,599.889
NLD,Netherlands,"Inflation, average consumer prices",Index,,,87.064,91.514,95.053,97.178,98.519,99.999,101.65,103.259,105.542,106.57,107.561,110.225,113.336,116.242,117.172,118.345,119.81,121.537,123.344,125.211
NLD,Netherlands,Unemployment rate,Percent of total labor force,,,3.06,2.544,3.081,4.155,5.073,5.288,4.364,3.576,3.066,3.728,4.458,4.448,5.283,6.872,7.302,7.065,6.593,6.169,5.814,5.513
NLD,Netherlands,Employment,Persons,Millions,,7.792,7.89,7.991,7.866,7.84,7.898,8.02,8.25,8.441,8.445,8.358,8.357,8.409,8.335,8.32,8.339,n/a,n/a,n/a,n/a
NLD,Netherlands,Population,Persons,Millions,,15.926,16.046,16.149,16.225,16.282,16.32,16.346,16.382,16.446,16.53,16.615,16.693,16.754,16.795,16.84,16.879,16.915,16.951,16.987,17.023
NZL,New Zealand,"Gross domestic product, constant prices",National currency,Billions,,109.865,112.628,118.132,123.105,128.549,132.721,136.436,141.097,139.901,137.949,140.803,143.431,147.127,150.606,155.508,160.182,164.343,168.517,172.718,177.119
NZL,New Zealand,"Inflation, average consumer prices",Index,,,100,102.63,105.348,107.189,109.673,113.004,116.803,119.579,124.313,126.943,129.866,135.096,136.528,138.077,141.067,144.213,147.21,150.177,153.203,156.29
NZL,New Zealand,Unemployment rate,Percent of total labor force,,,6.15,5.45,5.275,4.75,4.05,3.825,3.825,3.675,4.125,6.15,6.525,6.5,6.875,6.119,5.217,4.738,4.621,4.501,4.461,4.476
NZL,New Zealand,Employment,Persons,Millions,,1.8,1.846,1.906,1.956,2.024,2.085,2.135,2.175,2.197,2.165,2.181,2.216,2.227,2.259,2.318,2.362,n/a,n/a,n/a,n/a
NZL,New Zealand,Population,Persons,Millions,,3.863,3.892,3.96,4.037,4.095,4.142,4.192,4.236,4.276,4.325,4.376,4.411,4.44,4.479,4.518,4.554,4.591,4.627,4.664,4.702
NIC,Nicaragua,"Gross domestic product, constant prices",National currency,Billions,,98.017,100.919,101.68,104.243,109.781,114.482,119.235,125.232,130.235,127.398,132.013,139.206,146.451,152.602,158.706,165.055,171.657,178.523,185.664,193.091
NIC,Nicaragua,"Inflation, average consumer prices",Index,,,63.57,67.375,69.902,73.609,79.843,87.508,95.506,106.133,127.175,131.864,139.058,150.293,161.108,173.028,185.192,198.156,212.027,226.869,242.749,259.742
NIC,Nicaragua,Unemployment rate,Percent of total labor force,,,5.469,6.005,6.594,6.998,6.537,5.559,5.193,5.935,6.062,8.158,7.829,5.929,5.913,6.163,6.163,5.863,5.863,5.863,5.863,5.863
NIC,Nicaragua,Population,Persons,Millions,,5.108,5.174,5.245,5.357,5.424,5.548,5.559,5.601,5.675,5.748,5.923,5.997,6.062,6.127,6.192,6.257,6.34,6.422,6.505,6.587
NER,Niger,"Gross domestic product, constant prices",National currency,Billions,,"1,186.28","1,281.66","1,350.07","1,445.31","1,433.39","1,554.02","1,644.25","1,696.30","1,859.99","1,846.75","2,001.14","2,047.16","2,273.57","2,354.31","2,507.95","2,656.60","3,035.29","3,397.18","3,731.13","4,040.70"
NER,Niger,"Inflation, average consumer prices",Index,,,100.329,104.3,107.089,105.169,105.597,113.858,113.919,113.984,126.857,132.31,128.624,132.41,133.027,136.076,139.477,142.406,145.255,147.433,150.087,148.839
NER,Niger,Population,Persons,Millions,,10.981,11.322,11.673,12.034,12.407,12.792,13.248,13.716,14.198,14.693,15.148,15.618,16.102,16.601,17.116,17.647,18.194,18.758,19.339,19.939
NGA,Nigeria,"Gross domestic product, constant prices",National currency,Billions,,"4,717.33","5,102.47","6,183.03","6,822.07","7,544.19","7,951.01","8,444.85","9,033.60","9,574.14","10,240.48","11,057.27","11,870.59","12,652.09","13,444.74","14,403.93","15,415.38","16,472.86","17,610.10","18,770.36","20,021.55"
NGA,Nigeria,"Inflation, average consumer prices",Index,,,32.241,38.324,43.262,49.333,56.733,66.864,72.358,76.275,85.108,95.783,108.925,120.733,135.483,146.967,157.631,168.665,180.471,193.104,206.621,221.085
NGA,Nigeria,Unemployment rate,Percent of total labor force,,,13.1,13.6,12.6,14.8,13.4,11.9,12.3,12.7,14.9,19.7,21.1,23.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
NGA,Nigeria,Population,Persons,Millions,,118.953,122.228,125.593,129.05,132.602,136.253,140.004,143.854,147.81,151.874,156.051,160.342,164.752,169.282,173.938,178.721,183.636,188.686,193.875,199.206
NOR,Norway,"Gross domestic product, constant prices",National currency,Billions,,"2,343.95","2,390.53","2,426.48","2,450.41","2,547.30","2,613.30","2,673.10","2,743.98","2,744.66","2,706.56","2,722.98","2,751.86","2,828.75","2,850.12","2,901.16","2,954.91","3,013.12","3,074.77","3,138.63","3,204.52"
NOR,Norway,"Inflation, average consumer prices",Index,,,105.5,108.683,110.083,112.808,113.333,115.058,117.742,118.6,123.067,125.733,128.75,130.425,131.35,134.15,136.833,139.57,142.64,145.921,149.569,153.308
NOR,Norway,Unemployment rate,Percent of total labor force,,,3.426,3.546,3.889,4.494,4.471,4.616,3.433,2.513,2.595,3.157,3.584,3.28,3.221,3.503,3.5,3.5,3.5,3.5,3.5,3.5
NOR,Norway,Employment,Persons,Millions,,2.269,2.278,2.286,2.269,2.276,2.289,2.363,2.444,2.524,2.508,2.509,2.543,2.591,2.61,2.636,2.665,n/a,n/a,n/a,n/a
NOR,Norway,Population,Persons,Millions,,4.501,4.519,4.547,4.573,4.599,4.632,4.672,4.722,4.787,4.843,4.908,4.973,5.038,5.096,5.147,5.204,5.261,5.319,5.378,5.437
OMN,Oman,"Gross domestic product, constant prices",National currency,Billions,,7.479,7.895,8.058,8.087,8.363,8.696,9.177,9.794,11.084,11.446,12.086,12.629,13.258,13.93,14.404,14.888,15.45,16.043,16.621,17.228
OMN,Oman,"Inflation, average consumer prices",Index,,,104.762,103.881,103.534,103.706,104.404,106.338,109.998,116.48,131.11,135.748,140.168,145.819,150.1,151.978,156.069,160.856,166.467,172.237,178.21,184.272
OMN,Oman,Population,Persons,Millions,,2.402,2.443,2.484,2.526,2.57,2.618,2.67,2.726,2.785,2.883,2.519,2.993,3.088,3.186,3.288,3.394,3.495,3.599,3.708,3.821
PAK,Pakistan,"Gross domestic product, constant prices",National currency,Billions,,"5,654.54","5,765.77","5,945.20","6,226.16","6,692.08","7,291.54","7,715.78","8,142.97","8,549.15","8,579.99","8,801.39","9,123.77","9,521.68","9,866.55","10,172.61","10,549.09","10,961.57","11,477.08","12,053.19","12,658.22"
PAK,Pakistan,"Inflation, average consumer prices",Index,,,61.326,64.163,65.724,67.843,70.575,77.108,83.284,89.804,99.484,117.025,128.849,146.451,162.568,174.533,189.939,207.033,221.526,234.817,248.906,263.841
PAK,Pakistan,Unemployment rate,Percent of total labor force,,,6.87,7.82,8.27,8.27,7.69,7.69,6.2,5.325,5.202,5.46,5.55,5.95,6.454,6.7,6.882,7.212,7.278,6.361,5.526,5.021
PAK,Pakistan,Population,Persons,Millions,,137.53,140.36,143.17,146.75,149.65,152.53,155.37,158.17,164.66,168.18,171.73,175.305,178.91,182.589,186.289,190.008,193.745,197.496,201.261,205.038
PLW,Palau,"Gross domestic product, constant prices",National currency,Billions,,0.177,0.181,0.19,0.19,0.205,0.206,0.203,0.207,0.195,0.175,0.18,0.19,0.2,0.2,0.203,0.207,0.213,0.218,0.223,0.228
PLW,Palau,"Inflation, average consumer prices",Index,,,76.394,77.003,76.066,75.583,79.937,82.492,86.474,89.056,97.924,102.524,103.645,106.374,112.16,115.326,118.786,122.943,126.632,129.164,131.748,134.383
PLW,Palau,Population,Persons,Millions,,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019
PAN,Panama,"Gross domestic product, constant prices",National currency,Billions,,11.371,11.436,11.691,12.183,13.099,14.041,15.239,17.084,18.813,19.538,20.994,23.274,25.787,27.851,29.857,31.918,33.962,36.068,38.198,40.416
PAN,Panama,"Inflation, average consumer prices",Index,,,114,114.358,115.5,115.567,116.106,119.437,122.372,127.474,138.639,141.981,146.935,155.569,164.434,171.056,177.556,183.948,190.202,196.288,201.195,206.225
PAN,Panama,Unemployment rate,Percent of total labor force,,,13.523,14.706,14.107,13.652,12.35,10.327,9.111,6.783,5.849,6.932,6.846,4.66,4.183,4.5,4.5,4.5,4.5,4.5,4.5,4.5
PAN,Panama,Population,Persons,Millions,,2.948,3.004,3.06,3.116,3.172,3.228,3.284,3.343,3.403,3.465,3.527,3.59,3.655,3.721,3.788,3.856,3.925,3.996,4.068,4.068
PNG,Papua New Guinea,"Gross domestic product, constant prices",National currency,Billions,,7.753,7.75,7.905,8.252,8.299,8.625,8.823,9.454,10.079,10.698,11.519,12.748,13.785,14.416,15.288,18.59,19.204,19.855,20.539,21.305
PNG,Papua New Guinea,"Inflation, average consumer prices",Index,,,247.401,270.404,302.311,346.778,354.264,360.573,369.113,372.477,412.58,441.103,467.641,507.09,518.428,537.898,570.172,598.68,628.614,660.045,693.047,727.7
PNG,Papua New Guinea,Population,Persons,Millions,,5.13,5.256,5.384,5.515,5.647,5.781,5.917,6.056,6.196,6.339,6.497,6.66,6.826,6.997,7.172,7.351,7.535,7.723,7.916,8.114
PRY,Paraguay,"Gross domestic product, constant prices",National currency,Billions,,"16,349.82","16,213.46","16,209.99","16,910.38","17,596.50","17,971.92","18,835.86","19,857.07","21,119.80","20,282.25","22,937.81","23,933.47","23,637.33","26,710.18","27,992.27","29,251.92","30,568.26","31,943.83","33,381.30","34,883.46"
PRY,Paraguay,"Inflation, average consumer prices",Index,,,53.38,57.26,63.28,72.281,75.408,80.542,88.267,95.442,105.133,107.858,112.875,122.192,126.683,130.083,136.223,143.034,150.185,157.695,165.579,173.858
PRY,Paraguay,Unemployment rate,Percent of total labor force,,,7.3,7.6,10.8,8.1,7.3,5.8,6.7,5.6,5.7,6.4,5.7,5.6,5.8,5.4,5.5,5.5,5.5,5.5,5.5,6.5
